chunk,ctx_len,api_sec,validators_sec
0,9,1.642087977961637,0.012314114021137357
1,9,0.6025974079966545,0.004037242033518851
2,9,0.7094116110820323,0.0010979200014844537
3,16,0.6072137660812587,0.0024125099880620837
4,36,0.5965084169292822,0.0008033799240365624
5,56,0.5920209990581498,0.0009646409889683127
6,76,0.5939652000088245,0.0011112109059467912
7,96,1.2038984009996057,0.001206599990837276
8,116,0.6069425049936399,0.0021298800129443407
9,118,0.6045288339955732,0.005098136956803501
10,118,0.6026518780272454,0.005848997039720416
11,118,0.5921860499074683,0.006033426965586841
12,133,0.5954851399874315,0.00595391308888793
13,135,0.5950788860209286,0.006339202052913606
14,136,0.593478364055045,0.005670552956871688
15,139,1.208324727951549,0.0021246710093691945
16,159,0.6003496820339933,0.0013234209036454558
17,179,0.7130296359537169,0.0013730310602113605
18,198,0.7117216110927984,0.006141502060927451
19,215,0.6077578500844538,0.002664509927853942
20,221,0.6021084190579131,0.002409790991805494
21,226,0.6050618439912796,0.002343731001019478
22,246,0.7940471699694172,0.0015868199989199638
23,248,0.6039358290145174,0.0024914309615269303
24,268,0.6095263209426776,0.0015471200458705425
25,280,0.7126505649648607,0.0027811910258606076
26,282,0.6155137430178002,0.002934121061116457
27,302,0.7607609130209312,0.001613960019312799
28,309,0.6137932619312778,0.002761701005510986
29,322,0.768639856018126,0.0027497209375724196
30,342,0.6713842869503424,0.0016772159142419696
31,345,0.6139879269758239,0.0029606670141220093
32,345,0.6215728840325028,0.0029462709790095687
33,345,0.6152880230220035,0.002762830932624638
34,357,0.6138758569722995,0.0029019659850746393
35,377,0.6788809139980003,0.0017484109848737717
36,386,0.6767193039413542,0.0031213510083034635
37,386,0.6706186119699851,0.0026582900900393724
38,390,1.065405655070208,0.003251431044191122
39,394,0.7275182510493323,0.0030194410355761647
40,402,0.6393220210447907,0.0029595609521493316
41,422,0.6138801620109007,0.002965961000882089
42,422,0.7479032429400831,0.003291841014288366
43,422,0.6399406070122495,0.007412872044369578
44,422,0.6245590420439839,0.0031442010076716542
45,427,1.3627346599241719,0.0032166671007871628
46,447,0.6401235810481012,0.0016760410508140922
47,467,0.6274429459590465,0.0018129399977624416
48,480,0.7428220768924803,0.003312051063403487
49,480,0.6491090940544382,0.004381716949865222
50,500,0.6450264870654792,0.0019542110385373235
51,516,0.7364385159453377,0.003399451030418277
52,523,0.7430975959869102,0.0031964710215106606
53,543,0.6303902190411463,0.0019699810072779655
54,558,0.636428929050453,0.0056316719856113195
55,561,0.6289807279827073,0.0034002509200945497
56,561,0.6367325350875035,0.0031835209811106324
57,561,0.6312660740222782,0.0034500709734857082
58,561,0.6350434339838102,0.0040033659897744656
59,561,1.3261205699527636,0.005315721035003662
60,581,0.6406007970217615,0.0022704299772158265
61,599,0.6363690260332078,0.0037579210475087166
62,619,0.6405929310712963,0.0020758999744430184
63,627,0.6452895679976791,0.004078601021319628
64,647,0.6397505920613185,0.002158801071345806
65,667,0.6426177109824494,0.002600061008706689
66,678,0.7451917930739,0.004067781963385642
67,683,0.7464568129507825,0.0037884709890931845
68,685,0.7473030580440536,0.004007140989415348
69,685,0.7535439650528133,0.005534761934541166
70,685,0.6496577899670228,0.004300747066736221
71,689,0.7553835760336369,0.006255881977267563
72,691,0.6538842909503728,0.004006130970083177
73,692,0.6571733920136467,0.005362141993828118
74,711,0.6719338670372963,0.012274409993551672
75,713,0.6636141850613058,0.003747401060536504
76,713,0.6560990220168605,0.009777022991329432
77,713,0.7615465129492804,0.0043437909334897995
78,713,0.7546061610337347,0.003974241903051734
79,723,0.7585975480033085,0.004007140989415348
80,732,0.6525105600012466,0.004954071948304772
81,732,0.6554062119685113,0.0040348609909415245
82,732,0.7247996510704979,0.003719101077876985
83,736,0.7107730760471895,0.0038158809766173363
84,752,0.6577018280513585,0.004093211027793586
85,752,0.6866236920468509,0.004531652899459004
86,752,0.6530750440433621,0.005051248008385301
87,752,0.719272873015143,0.005067112040705979
88,772,0.6535511160036549,0.00258865999057889
89,792,0.8088755649514496,0.002411901019513607
90,796,0.6523495150031522,0.004194381996057928
91,799,0.7620381029555574,0.004106921958737075
92,803,0.5950418710708618,0.00489323993679136
93,823,0.6522387909935787,0.002435720060020685
94,843,0.6585192780476063,0.003123005968518555
95,863,0.7122493808856234,0.002693446003831923
96,869,0.6559578470187262,0.00456389703322202
97,889,0.6651238499907777,0.0025299210101366043
98,909,0.7677218150347471,0.0026672009844332933
99,911,0.7648076050681993,0.004365201108157635
100,931,0.6496294289827347,0.004441077006049454
101,931,0.765064644976519,0.005251011927612126
102,951,0.6668219160055742,0.002610260038636625
103,971,0.6573579970281571,0.0028237809892743826
104,978,0.655649475986138,0.004889911971986294
105,978,0.6612703179707751,0.0045575720723718405
106,978,0.6613355389563367,0.005258527002297342
107,980,0.7558646359248087,0.004364541964605451
108,981,0.8227868690155447,0.009817086975090206
109,994,0.7675522470381111,0.00507359195034951
110,1012,0.66281747398898,0.004649571026675403
111,1012,0.702993173035793,0.004567312076687813
112,1012,0.6552013560431078,0.0047091919695958495
113,1015,0.6509678850416094,0.005203421926125884
114,1019,0.7045971238985658,0.004784940974786878
115,1019,0.6531208660453558,0.007902643061242998
116,1019,0.6527191150235012,0.005052547086961567
117,1019,0.757821387029253,0.004490111954510212
118,1019,0.7194059089524671,0.0046090210089460015
