chunk,ctx_len,api_sec,validators_sec
0,15,2.266523357015103,0.050917007960379124
1,32,0.7621145289158449,0.001123604946769774
2,52,0.7855839009862393,0.0008389700669795275
3,63,0.618428818997927,0.0015877410769462585
4,83,0.7082146049942821,0.0011479799868538976
5,103,1.5332154899369925,0.00116910005453974
6,123,0.8234815039904788,0.0012453109957277775
7,131,0.7556108710123226,0.001765921013429761
8,137,0.7357249289052561,0.0018267259001731873
9,137,0.7087543449597433,0.001688839984126389
10,157,0.7257106909528375,0.001379651017487049
11,167,0.6419233320048079,0.0019298000261187553
12,167,0.6724441229598597,0.0018705599941313267
13,187,0.7672792261000723,0.0013182400725781918
14,207,0.6763328840024769,0.0015507109928876162
15,227,0.7053427830105647,0.0014803509693592787
16,247,0.8019455269677565,0.001475660945288837
17,249,0.7450671880505979,0.0020364299416542053
18,249,0.7568837420549244,0.0027727909618988633
19,249,0.8001625960459933,0.0018579709576442838
20,269,0.8421183410100639,0.0014599109999835491
21,289,0.824091974995099,0.0014955999795347452
22,309,0.8202624939149246,0.0016283110016956925
23,310,0.8715080909896642,0.01442337001208216
24,330,1.4109217090299353,0.0016050910344347358
25,336,0.9016406659502536,0.0023349110269919038
26,336,0.8104039010358974,0.0019213709747418761
27,336,0.8989924349589273,0.0020955110667273402
28,338,0.7995124119333923,0.002140129916369915
29,339,1.4423018080415204,0.002169850980862975
30,359,0.9014811569359154,0.0015675300965085626
31,379,0.8693522260291502,0.0017350399866700172
32,393,0.8301187420729548,0.0026624309830367565
33,393,0.8616686169989407,0.0030078720301389694
34,393,0.9619471329497173,0.0025588810676708817
35,413,0.8441148509737104,0.001672800979577005
36,433,0.8719479109859094,0.0057463221019133925
37,452,0.8520381249254569,0.0026243010070174932
38,452,0.8933332889573649,0.0031763709848746657
39,452,0.8642034929944202,0.005073677049949765
40,446,1.445353428949602,0.002791006932966411
41,448,0.8764876979403198,0.005797027028165758
42,457,0.9223087180871516,0.004494571941904724
43,458,0.912665189942345,0.0025807960191741586
44,478,0.9775753479916602,0.0018265709513798356
45,498,0.8976507300976664,0.002108061104081571
46,499,0.8803917350014672,0.0026887900894507766
47,499,0.9037171429954469,0.003548310953192413
48,499,0.9906480920035392,0.0026371909771114588
49,502,0.9423353960737586,0.0026935209752991796
50,503,0.9258755499031395,0.002513461047783494
51,522,0.8878630769904703,0.0029632810037583113
52,523,0.9098235300043598,0.003364536096341908
53,523,0.9170363768935204,0.0029933310579508543
54,523,0.8894468580838293,0.006937077036127448
55,533,0.9343424680409953,0.002808791003189981
56,537,1.0047848670510575,0.007165442919358611
57,557,1.1232997789047658,0.001990550081245601
58,565,0.9756436580792069,0.004847451928071678
59,585,0.9821614689426497,0.0021099509904161096
60,605,0.9531910989899188,0.002005741000175476
61,624,0.9535715850070119,0.0035223409067839384
62,625,0.9873948009917513,0.002967256004922092
63,645,0.9794749940047041,0.0022240810794755816
64,648,1.0636785170063376,0.003210261929780245
65,668,1.0726102110929787,0.0023599909618496895
66,688,1.208095637965016,0.0026945810532197356
67,708,1.1540155740221962,0.002368125948123634
68,710,1.0752925019478425,0.017396386014297605
69,730,0.9997619750211015,0.00253759091719985
70,750,0.9399683850351721,0.002277160994708538
71,767,0.9414914860390127,0.004026995971798897
72,772,0.9626036080298945,0.003926940960809588
73,774,1.1484755571000278,0.0038818020839244127
74,779,1.1471036659786478,0.003571723005734384
75,779,1.150646043010056,0.017310605966486037
76,779,1.0761848019901663,0.007378443027846515
77,779,1.0927474480122328,0.005189510993659496
78,783,1.0772292929468676,0.00432229193393141
79,783,1.1300050800200552,0.0075749329989776015
80,783,1.0163616810459644,0.0035219209967181087
81,783,1.0305746269878,0.008134812000207603
82,787,1.17882734304294,0.0038866560207679868
83,798,1.110906203975901,0.006451783003285527
84,798,1.1320115709677339,0.003441820968873799
85,804,1.0501160229323432,0.003564540995284915
86,824,1.0373397080693394,0.002374670933932066
87,825,1.0189651519758627,0.01748304592911154
88,825,1.1087975729024038,0.005042575998231769
89,825,1.0094913149951026,0.011367293074727058
90,829,1.0434493510983884,0.004051700932905078
91,833,1.0318495909450576,0.003879826981574297
92,853,1.071465509943664,0.002522811060771346
