chunk,ctx_len,api_sec,validators_sec
0,20,1.5653119309572503,0.00044169998727738857
1,40,0.5692461869912222,0.0008157700067386031
2,60,0.5717493980191648,0.0011397000635042787
3,80,0.5739889279939234,0.0014073899947106838
4,100,0.5756089889910072,0.0012568399542942643
5,120,0.5127894959878176,0.0013154010521247983
6,138,0.5798103709239513,0.002366861095651984
7,158,0.5777587690390646,0.0013860210310667753
8,178,1.5000079980818555,0.0013698710827156901
9,185,0.5796232399297878,0.002350170980207622
10,205,0.519824709976092,0.0014298600144684315
11,220,0.5813158510718495,0.0025285810697823763
12,240,0.5806618009228259,0.0014797109179198742
13,260,0.5829423009417951,0.0015907209599390626
14,280,0.5848174919374287,0.0014798999764025211
15,298,0.6889781180070713,0.0031106160022318363
16,303,1.5222926019923761,0.002618391066789627
17,323,0.5863942130235955,0.0016626400174573064
18,339,0.5887837540358305,0.0030155209824442863
19,344,0.590765044093132,0.0027133909752592444
20,362,0.5898317539831623,0.0029571109917014837
21,363,0.5883393740514293,0.002513729967176914
22,383,0.590236685005948,0.0016507600666955113
23,403,0.5938381350133568,0.0029119609389454126
24,404,0.5951585160801187,0.002897190977819264
25,424,0.5931268749991432,0.00286581099499017
26,440,0.5926614850759506,0.003065431024879217
27,440,0.700914963032119,0.0030320710502564907
28,440,0.595189124927856,0.0030453669605776668
29,460,0.5992054219823331,0.0017358999466523528
30,480,0.698749952018261,0.001940501038916409
31,500,0.5969729960197583,0.001832891022786498
32,520,0.7874838119605556,0.001926071010529995
33,524,0.7046236529713497,0.003130511031486094
34,527,0.6044819139642641,0.0034299419494345784
35,547,0.7035660380497575,0.0019699010299518704
36,567,0.5991265270859003,0.0020471500465646386
37,587,0.6110598159721121,0.0020893310429528356
38,595,0.602338102995418,0.0036677009193226695
39,610,0.6046274900436401,0.0034955409355461597
40,621,1.5292765039484948,0.0035950420424342155
41,631,0.6043029329739511,0.0034657910000532866
42,647,0.6153334229020402,0.003621390904299915
43,648,0.6058565450366586,0.0037331810453906655
44,654,0.613342946046032,0.003493480966426432
45,674,0.6133369270246476,0.002237320994026959
46,694,0.6097159050405025,0.0022496009478345513
47,714,1.538142837001942,0.0022073009749874473
48,734,0.6086966949515045,0.0023910109885036945
49,754,0.6102729710983112,0.0022333310917019844
50,774,0.621347644017078,0.002335960976779461
51,794,0.7221007789485157,0.003220481099560857
52,796,0.620131509960629,0.003982621012255549
53,796,0.7222575199557468,0.003936450928449631
54,796,0.6221556949894875,0.003981822053901851
55,799,0.6174016729928553,0.004172821994870901
56,799,0.6193157939705998,0.004079810925759375
57,802,0.6191539840074256,0.004003521986305714
58,822,0.7216572189936414,0.002601281041279435
59,842,0.6209468549350277,0.0026582609862089157
60,847,0.7256256300024688,0.0041384410578757524
61,847,0.6235062860650942,0.006689551984891295
62,847,0.8051756080240011,0.004587542032822967
63,859,0.7264666210394353,0.0041980709647759795
64,859,0.6220343760214746,0.004074290976859629
65,859,0.7273667310364544,0.004161251941695809
66,879,0.6210237550549209,0.002770340070128441
67,883,0.6221963149728253,0.004360601073130965
68,903,0.6237328859278932,0.0024593110429123044
69,918,0.6250951660331339,0.004442090983502567
70,938,0.8103845809819177,0.0027542809257283807
71,958,0.6293887670617551,0.002827691030688584
72,978,0.633385888999328,0.002883071079850197
73,998,0.6320835589431226,0.002746090991422534
74,1008,0.6315882880007848,0.004626092035323381
75,1028,0.6329279589699581,0.00297274102922529
76,1034,0.6339768490288407,0.004883091896772385
77,1034,0.7361672240076587,0.004671971895731986
78,1034,0.8209379330510274,0.0046774320071563125
79,1039,0.7359836649848148,0.004517500987276435
80,1059,0.7369867350207642,0.0031591809820383787
81,1062,0.6402169419452548,0.004969711066223681
